month,workspace_id,service,cost_usd
2026-05,ws-0119,ai_tokens,22.80
2025-08,ws-0075,ai_tokens,9.53
2025-06,ws-0094,ai_tokens,4.04
2024-09,ws-0008,storage,13.68
2024-10,ws-0094,storage,9.56
2025-08,ws-0006,compute,159.30
2024-06,ws-0062,egress,39.94
2026-03,ws-0044,storage,112.46
2025-08,ws-0085,compute,37.95
2026-06,ws-0078,compute,100.36
2024-07,ws-0085,compute,39.74
2025-03,ws-0118,compute,406.88
2025-11,ws-0085,storage,18.22
2024-12,ws-0059,compute,164.21
2025-04,ws-0012,storage,57.60
2026-04,ws-0131,compute,954.36
2025-02,ws-0002,egress,242.90
2025-12,ws-0027,storage,8.62
2024-11,ws-0130,compute,332.14
2025-10,ws-0047,storage,5.67
2025-09,ws-0028,egress,26.32
2025-11,ws-0020,compute,225.30
2026-01,ws-0037,egress,44.34
2024-12,ws-0112,storage,336.17
2024-07,ws-0133,egress,220.51
2024-09,ws-0044,compute,316.79
2025-03,ws-0076,compute,57.97
2026-06,ws-0093,egress,9.58
2026-04,ws-0075,egress,9.43
2025-02,ws-0090,egress,28.35
2025-12,ws-0108,storage,59.95
2025-05,ws-0059,compute,120.75
2024-07,ws-0012,ai_tokens,12.78
2026-05,ws-0030,egress,11.21
2025-10,ws-0123,storage,107.91
2025-08,ws-0101,compute,98.09
2024-09,ws-0102,storage,213.81
2026-05,ws-0004,egress,11.83
2026-01,ws-0001,compute,639.85
2024-12,ws-0126,egress,155.95
2025-05,ws-0057,ai_tokens,10.90
2026-06,ws-0070,egress,21.10
2025-11,ws-0087,storage,197.36
2026-01,ws-0012,egress,31.87
2026-02,ws-0073,storage,17.10
2024-01,ws-0075,egress,7.97
2024-12,ws-0079,ai_tokens,2.79
2026-01,ws-0062,egress,47.75
2025-06,ws-0040,egress,5.99
2026-05,ws-0084,storage,15.70
2025-11,ws-0043,egress,104.10
2025-10,ws-0127,egress,104.69
2026-03,ws-0006,ai_tokens,92.49
2025-07,ws-0131,compute,1036.79
2024-12,ws-0033,egress,55.58
2024-09,ws-0125,egress,80.42
2026-06,ws-0083,egress,4.40
2025-06,ws-0128,storage,490.97
2025-01,ws-0099,ai_tokens,111.01
2025-10,ws-0074,ai_tokens,28.68
2025-03,ws-0101,compute,74.60
2024-05,ws-0001,egress,119.82
2025-04,ws-0029,egress,5.08
2025-10,ws-0120,egress,35.01
2024-09,ws-0040,storage,9.69
2025-01,ws-0103,compute,25.37
2026-05,ws-0002,ai_tokens,613.57
2024-07,ws-0132,storage,87.73
2025-07,ws-0117,egress,23.21
2026-04,ws-0017,compute,671.41
2024-02,ws-0073,compute,33.86
2026-06,ws-0007,egress,291.14
2025-08,ws-0073,storage,10.75
2026-06,ws-0108,storage,55.38
2026-01,ws-0043,ai_tokens,104.81
2025-11,ws-0121,compute,1466.98
2025-06,ws-0077,egress,221.70
2026-03,ws-0004,egress,12.57
2025-02,ws-0044,ai_tokens,37.59
2025-03,ws-0018,storage,57.26
2025-09,ws-0075,compute,54.92
2024-09,ws-0103,storage,8.42
2024-04,ws-0128,compute,1159.89
2025-12,ws-0031,ai_tokens,26.84
2024-09,ws-0041,storage,42.84
2025-04,ws-0045,egress,26.37
2026-06,ws-0086,compute,43.58
2025-12,ws-0083,egress,4.57
2025-05,ws-0112,storage,284.31
2024-07,ws-0099,storage,246.36
2024-08,ws-0128,egress,278.56
2025-05,ws-0040,storage,11.09
2024-02,ws-0001,egress,151.52
2026-03,ws-0101,egress,20.44
2024-07,ws-0120,storage,36.11
2024-10,ws-0085,storage,13.48
2025-08,ws-0007,storage,471.50
2025-05,ws-0080,compute,10.79
2026-03,ws-0066,storage,22.30
2026-04,ws-0121,storage,488.17
2026-02,ws-0068,storage,24.29
2026-02,ws-0018,ai_tokens,64.57
2025-01,ws-0013,ai_tokens,1.94
2024-08,ws-0031,ai_tokens,7.71
2025-09,ws-0104,compute,181.13
2024-05,ws-0034,egress,108.39
2025-11,ws-0038,compute,185.87
2025-07,ws-0032,egress,3.85
2025-11,ws-0118,ai_tokens,99.81
2025-02,ws-0072,egress,42.99
2025-03,ws-0016,egress,7.29
2025-01,ws-0044,storage,94.41
2026-02,ws-0109,ai_tokens,13.95
2026-04,ws-0032,compute,17.15
2024-05,ws-0058,compute,69.24
2024-10,ws-0073,storage,13.61
2025-07,ws-0047,egress,2.86
2024-11,ws-0107,compute,29.48
2025-06,ws-0132,compute,346.73
2024-05,ws-0044,compute,223.93
2025-08,ws-0055,storage,58.23
2025-11,ws-0020,ai_tokens,57.34
2026-04,ws-0118,storage,192.81
2026-03,ws-0096,compute,143.60
2024-08,ws-0005,ai_tokens,0.42
2026-04,ws-0030,compute,41.79
2025-03,ws-0041,ai_tokens,16.22
2025-01,ws-0096,storage,45.44
2026-03,ws-0047,storage,5.72
2025-01,ws-0018,storage,58.67
2025-06,ws-0103,ai_tokens,5.04
2025-12,ws-0058,egress,12.20
2026-04,ws-0134,storage,197.49
2024-08,ws-0096,storage,49.38
2025-05,ws-0070,compute,98.97
2024-10,ws-0033,compute,240.90
2024-02,ws-0068,egress,8.35
2025-09,ws-0034,compute,340.03
2026-05,ws-0033,storage,107.58
2025-11,ws-0052,ai_tokens,3.69
2024-01,ws-0031,storage,58.56
2025-09,ws-0120,compute,155.85
2026-05,ws-0091,storage,16.62
2025-12,ws-0121,storage,430.60
2026-01,ws-0075,egress,9.82
2026-01,ws-0098,ai_tokens,7.05
2024-07,ws-0086,storage,13.34
2024-11,ws-0112,ai_tokens,87.48
2024-05,ws-0117,egress,22.52
2025-11,ws-0037,egress,42.62
2024-02,ws-0125,compute,289.69
2026-03,ws-0123,egress,79.65
2026-01,ws-0056,egress,3.10
2026-01,ws-0076,storage,32.04
2024-08,ws-0057,compute,69.78
2025-12,ws-0040,compute,22.14
2024-09,ws-0043,compute,582.12
2024-07,ws-0017,egress,142.27
2024-05,ws-0017,egress,141.09
2026-04,ws-0067,storage,20.52
2026-01,ws-0045,storage,67.01
2025-03,ws-0104,egress,42.85
2024-11,ws-0112,compute,893.91
2026-04,ws-0019,egress,49.52
2025-05,ws-0094,storage,11.39
2026-06,ws-0133,compute,820.66
2026-03,ws-0131,egress,244.06
2024-08,ws-0015,compute,207.18
2026-04,ws-0126,compute,686.97
2024-08,ws-0061,egress,18.84
2025-09,ws-0123,storage,116.97
2026-05,ws-0111,ai_tokens,80.61
2025-10,ws-0035,compute,36.95
2024-10,ws-0067,storage,17.74
2024-05,ws-0047,egress,2.89
2026-06,ws-0046,egress,22.50
2026-02,ws-0053,ai_tokens,2.29
2025-04,ws-0131,ai_tokens,143.11
2025-04,ws-0102,storage,193.53
2026-03,ws-0047,ai_tokens,4.62
2026-04,ws-0080,ai_tokens,4.36
2024-05,ws-0001,compute,553.17
2024-09,ws-0104,ai_tokens,12.31
2024-05,ws-0080,compute,8.58
2024-06,ws-0128,egress,234.12
2024-12,ws-0125,egress,75.09
2025-05,ws-0068,egress,10.21
2025-11,ws-0007,storage,460.52
2024-04,ws-0005,storage,3.46
2026-02,ws-0102,ai_tokens,254.84
2024-06,ws-0072,ai_tokens,7.75
2026-04,ws-0022,storage,10.85
2024-06,ws-0090,egress,36.15
2024-09,ws-0081,storage,3.29
2025-11,ws-0106,egress,17.91
2025-08,ws-0121,egress,257.25
2024-12,ws-0035,ai_tokens,3.41
2026-05,ws-0134,ai_tokens,154.94
2024-09,ws-0047,egress,2.78
2024-09,ws-0125,compute,292.13
2026-03,ws-0129,egress,62.26
2025-11,ws-0088,ai_tokens,129.96
2025-06,ws-0032,egress,3.72
2025-12,ws-0127,egress,144.05
2024-12,ws-0122,egress,264.28
2026-05,ws-0086,egress,8.76
2026-03,ws-0110,compute,38.82
2025-06,ws-0072,ai_tokens,30.33
2025-10,ws-0051,compute,185.46
2025-10,ws-0057,ai_tokens,13.22
2024-12,ws-0085,ai_tokens,2.95
2025-10,ws-0122,compute,1249.63
2024-08,ws-0017,ai_tokens,47.02
2026-06,ws-0034,storage,177.93
2026-01,ws-0072,ai_tokens,40.52
2025-11,ws-0101,egress,19.66
2024-11,ws-0008,egress,7.59
2024-12,ws-0117,egress,33.36
2025-12,ws-0128,storage,472.71
2024-07,ws-0126,egress,198.79
2026-03,ws-0131,compute,707.64
2025-08,ws-0057,compute,54.78
2025-05,ws-0007,storage,427.62
2024-11,ws-0012,storage,52.59
2025-08,ws-0132,ai_tokens,42.14
2026-03,ws-0017,storage,270.04
2026-06,ws-0096,egress,32.11
2025-07,ws-0118,ai_tokens,46.54
2024-11,ws-0038,ai_tokens,10.39
2024-06,ws-0134,ai_tokens,18.07
2024-07,ws-0112,egress,144.79
2026-06,ws-0091,ai_tokens,24.03
2026-01,ws-0006,storage,104.97
2025-07,ws-0029,compute,17.58
2026-05,ws-0036,egress,4.70
2024-12,ws-0120,storage,41.32
2026-04,ws-0040,ai_tokens,8.57
2024-05,ws-0131,storage,283.58
2024-12,ws-0033,storage,100.06
2024-08,ws-0062,ai_tokens,10.79
2026-04,ws-0111,storage,129.41
2025-06,ws-0033,storage,85.36
2025-08,ws-0013,egress,5.07
2024-04,ws-0026,compute,16.50
2025-09,ws-0029,compute,21.46
2025-05,ws-0099,compute,941.47
2026-05,ws-0030,storage,24.53
2026-06,ws-0134,ai_tokens,101.09
2026-05,ws-0120,storage,72.57
2026-03,ws-0050,egress,9.81
2026-04,ws-0042,compute,213.17
2024-03,ws-0031,egress,34.13
2025-04,ws-0132,storage,108.25
2025-04,ws-0131,storage,387.07
2025-11,ws-0074,compute,102.31
2026-06,ws-0090,ai_tokens,70.34
2024-04,ws-0084,compute,39.76
2025-11,ws-0075,egress,10.17
2026-04,ws-0031,egress,33.80
2026-06,ws-0001,storage,350.35
2025-05,ws-0120,storage,51.56
2025-09,ws-0039,compute,82.78
2025-03,ws-0117,egress,30.08
2025-06,ws-0075,ai_tokens,5.84
2025-06,ws-0013,compute,26.85
2024-11,ws-0031,compute,127.32
2025-10,ws-0054,compute,10.85
2024-07,ws-0128,compute,1313.69
2025-09,ws-0079,storage,13.39
2026-05,ws-0129,ai_tokens,87.90
2025-05,ws-0005,ai_tokens,1.94
2024-06,ws-0094,compute,22.82
2025-08,ws-0128,ai_tokens,226.30
2024-06,ws-0057,ai_tokens,2.96
2024-04,ws-0120,compute,113.66
2024-07,ws-0107,compute,29.68
2025-01,ws-0125,egress,62.75
2025-06,ws-0135,storage,231.46
2026-05,ws-0046,compute,80.40
2024-03,ws-0074,egress,27.40
2025-07,ws-0117,storage,57.53
2026-03,ws-0082,compute,9.75
2026-02,ws-0066,compute,51.40
2025-06,ws-0070,storage,32.48
2026-05,ws-0021,ai_tokens,10.02
2025-09,ws-0035,storage,18.71
2026-06,ws-0065,ai_tokens,50.43
2025-01,ws-0082,compute,8.27
2024-10,ws-0029,compute,23.80
2026-03,ws-0014,ai_tokens,115.73
2024-11,ws-0121,ai_tokens,78.37
2024-12,ws-0054,storage,4.46
2026-03,ws-0130,storage,154.70
2025-08,ws-0129,egress,54.09
2024-10,ws-0026,egress,4.24
2024-11,ws-0008,ai_tokens,4.00
2025-07,ws-0105,ai_tokens,12.47
2024-12,ws-0075,compute,52.80
2025-03,ws-0064,storage,249.21
2025-08,ws-0005,compute,11.61
2026-06,ws-0065,egress,36.65
2025-09,ws-0132,storage,109.30
2024-08,ws-0090,compute,167.41
2025-02,ws-0133,storage,339.76
2025-05,ws-0128,storage,620.05
2025-08,ws-0044,storage,101.84
2025-01,ws-0124,storage,374.19
2024-08,ws-0057,storage,25.67
2025-11,ws-0131,storage,433.15
2025-10,ws-0050,egress,6.90
2026-03,ws-0118,ai_tokens,141.40
2024-12,ws-0134,compute,300.30
2026-04,ws-0029,storage,8.52
2024-01,ws-0128,storage,342.01
2025-10,ws-0049,storage,4.89
2025-10,ws-0045,egress,29.05
2024-08,ws-0043,ai_tokens,43.26
2025-02,ws-0045,compute,138.47
2025-04,ws-0096,ai_tokens,9.87
2026-02,ws-0065,storage,62.26
2025-07,ws-0074,storage,41.86
2024-02,ws-0017,egress,130.38
2024-11,ws-0001,ai_tokens,44.53
2025-01,ws-0051,storage,73.45
2025-05,ws-0103,ai_tokens,2.13
2025-03,ws-0070,storage,32.63
2024-10,ws-0082,ai_tokens,0.65
2025-08,ws-0081,ai_tokens,2.10
2024-07,ws-0124,ai_tokens,61.58
2025-05,ws-0075,compute,45.07
2024-04,ws-0061,egress,18.40
2025-11,ws-0048,compute,10.71
2026-03,ws-0083,egress,4.53
2026-05,ws-0071,compute,107.73
2024-09,ws-0041,compute,111.98
2026-04,ws-0059,egress,33.33
2024-10,ws-0082,egress,1.66
2026-03,ws-0065,egress,33.38
2026-05,ws-0124,egress,225.01
2026-02,ws-0049,compute,13.88
2024-03,ws-0135,egress,135.44
2025-01,ws-0132,storage,104.38
2024-09,ws-0099,compute,803.51
2024-06,ws-0103,egress,4.60
2024-11,ws-0128,compute,1496.67
2025-03,ws-0049,compute,10.20
2026-04,ws-0043,ai_tokens,296.83
2025-01,ws-0072,ai_tokens,26.11
2026-04,ws-0053,storage,6.02
2025-03,ws-0133,ai_tokens,121.22
2025-11,ws-0058,ai_tokens,17.38
2024-10,ws-0057,ai_tokens,6.46
2025-02,ws-0007,storage,435.60
2025-02,ws-0102,egress,117.37
2024-09,ws-0035,egress,9.64
2026-04,ws-0044,compute,245.18
2024-02,ws-0059,compute,130.37
2025-02,ws-0066,storage,14.05
2026-02,ws-0035,egress,11.96
2026-05,ws-0099,compute,1003.35
2024-11,ws-0034,egress,80.33
2024-10,ws-0008,ai_tokens,1.96
2026-05,ws-0112,ai_tokens,248.18
2024-08,ws-0075,storage,17.87
2025-02,ws-0086,storage,17.06
2024-07,ws-0128,storage,411.73
2025-01,ws-0005,storage,3.85
2026-06,ws-0029,ai_tokens,8.20
2025-03,ws-0081,egress,1.95
2024-07,ws-0073,storage,12.72
2025-11,ws-0128,compute,1144.96
2026-05,ws-0096,storage,56.25
2024-06,ws-0026,compute,18.34
2026-03,ws-0065,storage,58.82
2026-05,ws-0013,storage,9.31
2026-04,ws-0088,compute,372.99
2026-04,ws-0002,compute,898.58
2024-12,ws-0132,ai_tokens,35.55
2025-06,ws-0013,storage,10.69
2025-07,ws-0013,compute,25.16
2025-04,ws-0008,ai_tokens,3.40
2024-12,ws-0084,ai_tokens,3.65
2024-06,ws-0133,egress,227.48
2025-11,ws-0029,compute,20.33
2025-08,ws-0135,compute,631.75
2026-03,ws-0013,storage,12.38
2026-02,ws-0042,ai_tokens,71.28
2025-11,ws-0054,ai_tokens,2.59
2024-09,ws-0054,egress,2.51
2024-03,ws-0008,compute,32.60
2026-01,ws-0130,egress,71.06
2024-03,ws-0107,compute,33.60
2025-01,ws-0112,egress,199.91
2025-04,ws-0125,storage,103.74
2024-03,ws-0066,egress,10.72
2024-11,ws-0079,egress,6.92
2026-02,ws-0046,storage,38.32
2025-12,ws-0129,egress,64.92
2024-02,ws-0031,compute,144.95
2024-05,ws-0126,storage,231.85
2025-03,ws-0007,ai_tokens,157.38
2026-06,ws-0125,storage,152.29
2026-03,ws-0056,storage,5.82
2024-06,ws-0135,ai_tokens,40.77
2026-04,ws-0002,storage,445.13
2026-02,ws-0042,egress,49.96
2024-07,ws-0001,ai_tokens,48.38
2026-06,ws-0042,egress,45.83
2026-04,ws-0048,egress,3.46
2024-09,ws-0124,compute,1105.27
2026-02,ws-0109,storage,15.35
2025-02,ws-0103,compute,29.70
2025-09,ws-0032,egress,4.25
2026-02,ws-0083,egress,3.55
2026-02,ws-0103,ai_tokens,10.03
2025-06,ws-0072,egress,48.12
2024-08,ws-0053,ai_tokens,0.74
2024-08,ws-0101,storage,38.85
2025-09,ws-0082,storage,3.91
2024-05,ws-0086,compute,31.99
2024-06,ws-0123,ai_tokens,13.34
2024-11,ws-0072,egress,37.75
2024-07,ws-0112,ai_tokens,38.28
2025-11,ws-0112,ai_tokens,235.35
2026-06,ws-0017,compute,715.39
2025-10,ws-0126,storage,418.23
2026-04,ws-0043,egress,143.75
2024-05,ws-0068,compute,45.71
2024-09,ws-0085,egress,9.70
2024-09,ws-0130,compute,351.70
2026-06,ws-0053,storage,6.29
2025-06,ws-0074,compute,109.42
2025-05,ws-0099,egress,174.73
2024-06,ws-0133,ai_tokens,57.95
2024-10,ws-0121,storage,353.97
2024-02,ws-0054,compute,12.23
2026-05,ws-0108,egress,29.12
2025-04,ws-0099,egress,206.19
2025-03,ws-0045,egress,27.25
2026-04,ws-0097,egress,31.62
2026-02,ws-0098,ai_tokens,8.27
2024-07,ws-0033,compute,227.70
2025-04,ws-0127,egress,124.33
2025-09,ws-0059,egress,27.87
2026-03,ws-0043,storage,239.48
2025-07,ws-0035,compute,50.66
2025-05,ws-0101,egress,20.87
2026-05,ws-0005,compute,11.60
2026-06,ws-0103,egress,6.88
2024-12,ws-0058,ai_tokens,7.23
2024-02,ws-0031,egress,38.73
2024-10,ws-0062,compute,142.82
2024-10,ws-0081,compute,11.10
2024-04,ws-0044,storage,101.15
2026-01,ws-0085,compute,41.52
2026-01,ws-0107,ai_tokens,12.67
2024-09,ws-0130,storage,126.21
2024-12,ws-0008,egress,8.76
2025-09,ws-0030,ai_tokens,13.11
2024-08,ws-0012,ai_tokens,12.37
2025-12,ws-0043,ai_tokens,86.40
2025-07,ws-0029,egress,4.80
2024-02,ws-0026,egress,2.96
2024-03,ws-0135,storage,192.64
2024-04,ws-0076,egress,16.19
2026-05,ws-0006,compute,222.08
2025-09,ws-0059,ai_tokens,34.91
2026-06,ws-0121,compute,1287.41
2025-03,ws-0045,ai_tokens,17.51
2025-07,ws-0126,ai_tokens,111.71
2025-06,ws-0055,egress,31.60
2024-06,ws-0038,egress,30.61
2026-03,ws-0074,storage,46.05
2025-07,ws-0066,storage,19.84
2026-01,ws-0008,storage,18.17
2026-05,ws-0064,compute,461.16
2025-10,ws-0124,storage,537.88
2025-02,ws-0128,compute,1416.96
2024-06,ws-0058,compute,64.17
2025-08,ws-0130,compute,427.02
2025-02,ws-0102,ai_tokens,74.03
2025-11,ws-0083,storage,7.40
2025-05,ws-0044,compute,252.03
2025-09,ws-0026,compute,15.50
2026-01,ws-0008,compute,47.06
2024-06,ws-0033,compute,248.87
2026-02,ws-0002,egress,287.41
2025-03,ws-0033,compute,241.77
2025-09,ws-0094,ai_tokens,4.21
2025-10,ws-0104,storage,87.01
2024-09,ws-0081,egress,2.24
2025-12,ws-0032,compute,18.00
2024-06,ws-0085,egress,9.56
2025-09,ws-0063,compute,16.51
2025-02,ws-0101,storage,30.64
2026-02,ws-0098,egress,9.53
2025-06,ws-0125,ai_tokens,60.60
2025-01,ws-0073,storage,11.73
2025-02,ws-0007,compute,827.42
2025-03,ws-0132,storage,139.32
2024-03,ws-0059,egress,26.06
2026-03,ws-0087,egress,107.71
2024-09,ws-0131,compute,753.93
2025-03,ws-0057,egress,15.29
2025-06,ws-0120,egress,24.80
2025-10,ws-0101,ai_tokens,24.60
2025-06,ws-0034,ai_tokens,94.44
2025-06,ws-0079,compute,36.91
2024-09,ws-0086,compute,42.36
2025-11,ws-0094,ai_tokens,7.93
2025-03,ws-0122,egress,235.77
2024-04,ws-0017,egress,143.07
2025-10,ws-0053,compute,13.65
2025-01,ws-0102,compute,580.96
2025-12,ws-0120,storage,50.04
2025-12,ws-0076,compute,70.40
2026-03,ws-0033,compute,223.44
2025-01,ws-0112,storage,266.81
2024-08,ws-0069,storage,58.10
2026-04,ws-0028,ai_tokens,51.35
2026-02,ws-0049,ai_tokens,2.38
2026-02,ws-0123,compute,316.10
2025-03,ws-0128,egress,339.96
2025-03,ws-0121,ai_tokens,195.17
2024-02,ws-0068,compute,40.33
2024-09,ws-0057,compute,59.65
2025-04,ws-0127,storage,197.83
2026-02,ws-0064,egress,145.03
2026-06,ws-0014,egress,56.43
2024-01,ws-0120,storage,31.46
2026-01,ws-0074,egress,28.85
2024-02,ws-0081,storage,2.55
2025-06,ws-0117,storage,60.59
2025-01,ws-0134,ai_tokens,47.76
2026-02,ws-0021,ai_tokens,7.71
2025-10,ws-0067,egress,10.98
2025-11,ws-0049,ai_tokens,1.78
2025-02,ws-0086,ai_tokens,4.49
2025-07,ws-0044,storage,122.16
2026-01,ws-0130,compute,342.03
2025-10,ws-0129,egress,47.79
2025-11,ws-0104,ai_tokens,74.73
2024-05,ws-0053,egress,1.94
2024-12,ws-0049,storage,4.27
2026-03,ws-0090,storage,54.28
2025-12,ws-0132,storage,156.00
2025-04,ws-0059,ai_tokens,12.30
2025-02,ws-0038,compute,189.33
2026-01,ws-0133,egress,192.30
2026-06,ws-0104,compute,256.24
2026-02,ws-0058,storage,31.38
2025-12,ws-0015,ai_tokens,52.84
2026-05,ws-0079,storage,14.85
2026-04,ws-0110,compute,38.14
2024-08,ws-0131,compute,673.94
2025-12,ws-0106,egress,14.02
2025-01,ws-0131,ai_tokens,73.16
2026-04,ws-0063,ai_tokens,6.99
2025-05,ws-0106,ai_tokens,10.69
2026-01,ws-0026,storage,7.08
2026-06,ws-0024,compute,573.21
2026-05,ws-0005,egress,2.36
2025-08,ws-0043,ai_tokens,60.73
2024-12,ws-0031,storage,46.32
2025-02,ws-0132,egress,79.61
2024-04,ws-0057,egress,12.75
2024-08,ws-0073,ai_tokens,1.23
2024-07,ws-0033,storage,85.76
2024-10,ws-0057,compute,70.13
2024-10,ws-0058,ai_tokens,5.84
2026-06,ws-0106,egress,18.05
2024-01,ws-0090,egress,33.14
2025-05,ws-0134,storage,111.91
2024-11,ws-0005,storage,3.57
2024-03,ws-0123,storage,88.83
2024-07,ws-0072,compute,198.70
2024-10,ws-0099,compute,662.85
2026-01,ws-0073,storage,15.87
2024-04,ws-0135,egress,97.82
2024-07,ws-0040,compute,21.63
2026-03,ws-0096,egress,25.57
2024-03,ws-0017,storage,232.63
2025-09,ws-0098,storage,16.53
2025-12,ws-0088,ai_tokens,144.30
2024-06,ws-0058,ai_tokens,2.80
2026-02,ws-0018,compute,138.37
2025-08,ws-0112,compute,917.05
2024-05,ws-0044,storage,72.18
2024-11,ws-0094,compute,20.12
2026-06,ws-0075,compute,43.63
2024-10,ws-0058,storage,21.65
2025-12,ws-0058,storage,27.89
2025-02,ws-0090,compute,136.25
2024-02,ws-0129,egress,49.40
2026-04,ws-0004,compute,56.35
2025-04,ws-0017,egress,120.13
2025-11,ws-0041,compute,110.32
2025-12,ws-0130,storage,187.70
2026-04,ws-0051,storage,111.25
2026-05,ws-0080,storage,3.83
2026-05,ws-0060,storage,18.46
2024-12,ws-0015,egress,45.99
2025-05,ws-0096,egress,27.09
2025-04,ws-0129,storage,87.38
2024-03,ws-0122,compute,1286.02
2025-10,ws-0018,storage,70.19
2026-03,ws-0124,egress,204.96
2025-09,ws-0066,egress,12.65
2024-11,ws-0101,storage,31.45
2026-02,ws-0125,storage,119.20
2025-06,ws-0028,egress,25.21
2026-02,ws-0061,compute,64.96
2025-08,ws-0107,compute,31.66
2025-01,ws-0015,compute,239.15
2025-12,ws-0029,storage,7.29
2025-07,ws-0125,egress,63.22
2026-06,ws-0127,storage,225.23
2025-04,ws-0002,ai_tokens,135.82
2025-09,ws-0107,compute,34.37
2025-07,ws-0105,compute,58.78
2024-12,ws-0067,storage,15.85
2025-08,ws-0060,storage,14.18
2024-10,ws-0043,ai_tokens,28.85
2025-03,ws-0085,compute,38.96
2026-03,ws-0020,storage,106.68
2026-03,ws-0057,egress,15.05
2025-12,ws-0123,ai_tokens,85.87
2024-11,ws-0117,storage,54.40
2025-06,ws-0129,compute,216.16
2026-01,ws-0063,ai_tokens,5.00
2025-01,ws-0075,egress,9.28
2024-08,ws-0129,egress,52.48
2024-09,ws-0066,ai_tokens,3.48
2024-03,ws-0067,egress,9.47
2025-04,ws-0102,egress,160.76
2025-11,ws-0037,ai_tokens,52.18
2025-06,ws-0032,ai_tokens,2.03
2024-12,ws-0072,ai_tokens,22.24
2025-02,ws-0008,ai_tokens,3.13
2024-02,ws-0032,compute,14.96
2026-03,ws-0078,egress,29.10
2026-04,ws-0064,storage,302.59
2025-04,ws-0001,egress,170.98
2026-06,ws-0006,egress,42.40
2026-03,ws-0013,compute,24.79
2026-06,ws-0015,compute,294.15
2024-11,ws-0028,egress,24.63
2025-02,ws-0051,compute,160.50
2024-09,ws-0112,compute,763.93
2024-11,ws-0016,compute,22.70
2026-01,ws-0056,compute,14.48
2024-06,ws-0048,egress,2.24
2026-06,ws-0022,storage,11.23
2025-05,ws-0055,egress,33.72
2025-11,ws-0047,ai_tokens,3.91
2025-02,ws-0054,egress,2.53
2026-06,ws-0019,ai_tokens,86.08
2026-02,ws-0004,storage,22.46
2026-02,ws-0105,ai_tokens,14.87
2024-03,ws-0085,egress,6.79
2026-06,ws-0120,ai_tokens,77.82
2025-09,ws-0070,storage,33.07
2026-04,ws-0064,ai_tokens,199.90
2024-04,ws-0133,storage,370.73
2025-01,ws-0032,ai_tokens,1.70
2026-02,ws-0013,compute,25.39
2024-06,ws-0104,egress,39.18
2026-06,ws-0016,egress,6.40
2025-07,ws-0005,storage,3.39
2026-02,ws-0117,storage,47.11
2026-04,ws-0001,storage,292.19
2026-04,ws-0052,egress,5.01
2024-09,ws-0124,ai_tokens,91.07
2025-07,ws-0070,compute,90.01
2024-04,ws-0129,compute,244.52
2024-03,ws-0104,egress,49.20
2024-05,ws-0062,egress,34.64
2025-07,ws-0080,storage,3.56
2025-10,ws-0077,ai_tokens,286.99
2024-06,ws-0033,storage,87.34
2025-11,ws-0104,compute,207.66
2024-12,ws-0127,storage,232.51
2025-11,ws-0019,storage,102.96
2024-12,ws-0074,storage,33.14
2024-09,ws-0127,egress,122.73
2025-06,ws-0050,ai_tokens,4.30
2024-07,ws-0104,compute,260.08
2025-11,ws-0054,compute,13.61
2026-03,ws-0055,egress,39.88
2025-09,ws-0017,egress,136.90
2026-04,ws-0021,ai_tokens,6.12
2024-07,ws-0048,storage,3.38
2026-06,ws-0008,storage,19.15
2025-03,ws-0018,compute,129.89
2026-02,ws-0095,egress,33.14
2024-10,ws-0059,storage,47.29
2026-03,ws-0022,compute,18.85
2025-02,ws-0084,compute,42.30
2024-12,ws-0066,ai_tokens,2.48
2025-04,ws-0054,compute,11.89
2025-08,ws-0048,ai_tokens,1.75
2025-12,ws-0110,storage,14.70
2026-01,ws-0007,ai_tokens,349.42
2024-05,ws-0102,egress,136.15
2026-04,ws-0082,compute,10.27
2024-11,ws-0074,storage,43.95
2025-08,ws-0104,ai_tokens,56.39
2025-07,ws-0128,ai_tokens,198.11
2025-02,ws-0043,ai_tokens,63.28
2025-02,ws-0125,storage,124.49
2025-07,ws-0130,egress,103.36
2026-03,ws-0033,ai_tokens,116.96
2026-03,ws-0052,compute,19.78
2025-07,ws-0102,storage,240.52
2025-11,ws-0027,storage,11.82
2025-05,ws-0090,ai_tokens,28.63
2024-12,ws-0072,egress,37.56
2024-04,ws-0059,compute,120.27
2025-02,ws-0040,compute,20.00
2024-10,ws-0081,ai_tokens,0.87
2025-08,ws-0103,storage,11.02
2024-09,ws-0090,egress,29.13
2025-09,ws-0068,egress,10.39
2025-01,ws-0132,egress,65.88
2025-07,ws-0039,compute,81.68
2026-04,ws-0092,ai_tokens,18.51
2026-03,ws-0112,ai_tokens,372.36
2024-10,ws-0117,egress,22.61
2026-02,ws-0101,ai_tokens,34.92
2026-01,ws-0133,storage,351.75
2025-08,ws-0124,storage,497.83
2026-04,ws-0128,compute,1316.98
2026-05,ws-0062,storage,89.96
2026-06,ws-0046,storage,47.62
2024-10,ws-0079,ai_tokens,2.37
2026-03,ws-0063,egress,4.27
2024-11,ws-0121,compute,1294.10
2026-01,ws-0048,storage,5.53
2025-05,ws-0034,egress,97.28
2024-03,ws-0082,storage,3.72
2025-11,ws-0077,ai_tokens,288.47
